area,bedrooms,bathrooms,age,location,property_type,floor,facing,amenities_score,price
1529.4,1,1,10,Kukatpally,Studio,5,North-East,6.5,6756674.08
967.9,4,4,17,Uppal,Apartment,22,North-East,1.72,3492582.86
1350.0,2,1,30,Kondapur,Apartment,5,West,6.51,7686047.79
1888.6,1,1,5,Uppal,Independent House,2,North,1.65,6510959.56
485.6,2,1,10,Uppal,Studio,23,West,7.55,1521175.35
1396.6,4,3,6,LB Nagar,Independent House,10,North-East,2.75,4433862.98
877.1,3,2,10,LB Nagar,Villa,10,North,4.22,3743782.07
821.0,2,1,7,Uppal,Apartment,7,North,3.67,2659986.79
1543.6,3,2,28,Gachibowli,Studio,23,North-East,3.68,10031864.65
1100.1,3,3,34,Uppal,Apartment,8,South-West,7.21,3212789.45
730.8,3,2,33,Miyapur,Apartment,21,South-West,9.98,2806906.03
2128.4,3,2,12,Madhapur,Studio,24,East,5.27,16000931.98
1906.0,4,3,32,Miyapur,Apartment,11,North-East,4.01,7531507.6
337.2,3,2,2,Madhapur,Apartment,17,South,2.94,3344576.8
589.1,2,2,3,Kukatpally,Independent House,0,East,6.24,3145117.9
1726.4,4,3,11,Uppal,Apartment,19,North,4.51,6658790.67
1243.3,2,2,10,Gachibowli,Apartment,24,West,7.73,13390306.12
2225.3,3,3,32,Madhapur,Independent House,4,West,6.07,18301985.37
1739.0,3,3,26,Uppal,Villa,0,South,4.12,6650987.49
1564.7,2,1,26,Kondapur,Villa,1,North,9.53,13747067.59
838.0,2,2,28,LB Nagar,Apartment,21,North-East,0.11,1855695.17
1670.3,3,2,25,Banjara Hills,Independent House,6,North-East,6.89,26324377.93
698.3,4,4,17,Miyapur,Villa,10,East,4.11,4000808.59
2117.9,4,4,2,Uppal,Apartment,8,North-East,1.22,7056869.87
1632.2,3,3,0,LB Nagar,Apartment,7,East,0.93,4821166.8
946.3,2,1,34,Gachibowli,Apartment,4,East,6.49,7257256.03
1842.6,2,2,17,LB Nagar,Apartment,10,East,1.48,4691860.35
2632.8,3,2,33,Kondapur,Apartment,23,East,8.56,18415848.48
1280.3,2,1,1,Madhapur,Independent House,8,North,3.11,13056684.87
1702.7,3,3,22,Madhapur,Studio,20,South-West,3.44,11054729.66
1162.5,2,1,9,Miyapur,Apartment,17,North-East,6.6,5807405.48
1446.9,1,1,12,Miyapur,Independent House,19,North,2.2,7042395.39
571.0,3,3,22,Kondapur,Apartment,14,South-West,0.07,3215874.77
1399.7,3,3,17,Banjara Hills,Apartment,9,North,4.46,19552131.04
1424.0,3,2,4,LB Nagar,Villa,6,East,5.28,6274145.04
2389.4,2,2,34,Gachibowli,Apartment,7,East,4.46,17346836.32
412.7,4,3,24,Banjara Hills,Studio,13,South,4.58,5028776.71
1245.5,3,2,12,Kukatpally,Apartment,10,West,6.66,6586904.62
2108.5,3,2,21,Kondapur,Apartment,10,North,8.46,15042969.86
1267.0,3,3,5,Kukatpally,Apartment,9,West,3.66,6529642.29
1305.8,2,2,15,LB Nagar,Apartment,23,North,7.9,4460627.74
941.7,3,2,14,Banjara Hills,Studio,16,South-West,0.63,11051464.84
887.1,3,3,13,Madhapur,Independent House,22,East,4.8,8920897.19
395.8,3,2,16,Kukatpally,Apartment,23,East,3.76,2040313.11
1053.9,3,3,32,Uppal,Apartment,15,West,4.66,3504365.94
855.9,1,1,0,Kukatpally,Independent House,2,North-East,0.91,4302927.52
1464.9,4,3,19,Kondapur,Villa,24,West,1.39,14428295.46
966.8,2,1,32,Kukatpally,Apartment,11,West,2.93,4410157.48
1136.2,2,1,31,LB Nagar,Apartment,9,North-East,2.74,2577736.4
1151.3,3,2,31,Kondapur,Apartment,10,South,3.85,6931012.6
1373.5,2,1,14,LB Nagar,Apartment,2,South,4.57,3742216.99
1109.3,5,5,19,Uppal,Apartment,16,South,2.21,3508342.27
816.0,2,1,20,Madhapur,Apartment,1,South,6.19,6471711.76
1447.2,2,2,29,Gachibowli,Apartment,18,South,3.76,13565484.83
1987.1,1,1,33,Uppal,Apartment,20,South,0.6,5922404.8
1470.7,1,1,8,Gachibowli,Apartment,10,North-East,2.44,14994105.3
1064.6,1,1,4,Madhapur,Studio,9,North,5.6,9641365.0
1332.3,1,1,9,Gachibowli,Independent House,16,West,6.07,15185988.67
300.0,2,1,9,Kukatpally,Apartment,21,West,8.0,1822500.01
1323.3,2,1,10,Madhapur,Apartment,2,North-East,2.45,10279158.81
1179.8,2,1,32,Miyapur,Apartment,11,East,5.62,5181868.96
886.6,2,2,7,LB Nagar,Studio,8,West,4.76,2130565.48
986.3,1,1,14,Uppal,Independent House,0,East,8.49,3753511.5
1174.4,1,1,12,LB Nagar,Apartment,0,North,7.3,3572299.74
1945.9,2,1,9,Banjara Hills,Studio,13,West,1.32,21853853.05
2000.6,2,2,6,Kondapur,Villa,19,South,9.59,22627038.58
889.5,2,2,34,Gachibowli,Villa,14,South-West,3.55,10660256.55
1115.1,2,1,21,LB Nagar,Apartment,6,North,9.55,3119554.9
1129.1,4,4,3,Miyapur,Apartment,11,South-West,2.85,5376279.05
1845.3,2,2,22,Madhapur,Independent House,24,West,4.69,18024960.77
1480.0,2,1,21,Kukatpally,Apartment,20,North-East,5.5,7925086.2
1451.0,3,3,12,Kukatpally,Independent House,2,East,0.64,8329567.71
1694.9,3,3,27,Kondapur,Villa,16,South,7.16,16112438.97
1072.0,1,1,28,Kondapur,Apartment,15,North-East,1.05,5889342.57
2150.1,3,3,27,Banjara Hills,Apartment,9,North-East,1.64,27966224.69
1399.0,3,2,22,Kondapur,Apartment,9,South-West,2.9,7691840.53
929.2,5,4,15,Madhapur,Apartment,17,South,9.61,9628125.09
1273.7,4,3,7,Uppal,Independent House,23,South,9.73,5620892.95
2077.6,3,3,1,Uppal,Independent House,7,South,4.89,8602041.14
1166.2,3,3,32,Uppal,Apartment,23,North,5.33,4145747.37
1922.3,2,2,29,Banjara Hills,Independent House,20,West,2.12,26983176.72
1056.1,4,4,7,Uppal,Apartment,1,South-West,4.18,3433118.84
978.9,3,3,28,Kondapur,Independent House,7,South-West,9.84,6638946.26
1762.8,2,1,1,Kondapur,Apartment,11,South-West,7.91,14185396.84
919.3,1,1,8,LB Nagar,Independent House,16,North-East,6.97,3182566.64
1852.4,3,2,5,Uppal,Independent House,5,West,2.78,6574178.38
1593.4,3,3,11,Banjara Hills,Apartment,10,West,7.63,25705083.63
919.5,4,3,11,Madhapur,Independent House,2,West,9.67,10324388.77
1360.7,2,2,17,Miyapur,Studio,2,South,9.88,4527486.09
1098.2,4,3,16,Kukatpally,Apartment,10,West,6.0,5421663.53
1591.9,1,1,3,Madhapur,Independent House,15,North-East,1.61,15920380.99
2438.3,3,3,5,Kukatpally,Studio,11,East,9.64,11620087.24
1196.1,2,2,28,Uppal,Studio,9,South-West,5.41,2777803.31
1693.6,2,2,19,Gachibowli,Apartment,12,North,0.38,14103977.15
1413.4,2,1,32,Miyapur,Independent House,15,North,0.81,6262294.77
1413.2,2,1,4,Miyapur,Studio,17,North,5.77,6111576.79
1309.1,2,2,10,LB Nagar,Independent House,13,North,8.35,5487258.26
928.4,4,4,5,Madhapur,Apartment,2,South,9.42,8659981.65
1584.3,2,1,32,Gachibowli,Apartment,1,West,9.44,14521591.96
1241.2,3,2,5,Kukatpally,Villa,8,West,5.79,9757627.7
902.4,3,2,28,Kukatpally,Apartment,5,North,9.81,4296963.18
1957.8,1,1,6,Kondapur,Apartment,13,East,1.5,12895278.38
1454.5,4,4,25,Uppal,Apartment,17,West,0.95,4493296.54
1274.5,3,2,15,Uppal,Villa,6,North,0.3,5350051.81
2137.0,4,4,33,Gachibowli,Apartment,11,East,7.74,21655747.15
390.2,4,4,2,Uppal,Studio,5,North,9.17,1236588.92
2100.1,3,3,11,Gachibowli,Independent House,11,North,8.4,26482292.41
915.9,5,5,25,Kondapur,Studio,9,East,9.4,6017349.54
1516.3,2,2,32,Banjara Hills,Studio,0,North,5.48,15965833.08
1076.6,1,1,18,Madhapur,Apartment,16,South,7.63,8941704.19
892.3,3,3,3,LB Nagar,Independent House,7,North-East,3.37,3025038.86
2122.6,2,2,22,Kondapur,Apartment,18,North,7.67,15275401.64
2420.9,3,3,16,Miyapur,Studio,16,South,7.53,9040497.54
1278.3,2,2,27,Banjara Hills,Apartment,4,East,4.36,13826371.58
1584.5,2,2,19,Miyapur,Independent House,22,West,0.44,7119189.19
1431.3,4,3,31,Madhapur,Villa,0,South,2.66,13739383.02
2351.8,2,2,4,Miyapur,Apartment,14,North,8.85,11684160.25
300.0,2,1,21,LB Nagar,Villa,20,South-West,5.87,1165002.99
1607.4,3,3,25,Kukatpally,Apartment,13,North-East,4.05,9321188.7
1000.1,3,3,14,Banjara Hills,Apartment,13,South-West,9.47,15112802.49
300.0,4,3,16,Kondapur,Apartment,11,North,3.66,2158669.08
1201.7,2,2,24,Banjara Hills,Apartment,1,East,3.28,14487761.45
2416.4,4,4,15,Kondapur,Independent House,16,South,7.7,17867030.76
1039.2,3,3,13,Banjara Hills,Studio,23,South-West,3.55,14368438.66
1834.9,4,3,20,Miyapur,Apartment,19,West,4.46,8746500.99
2059.3,1,1,28,Madhapur,Independent House,1,South-West,7.22,16882710.35
1393.0,2,1,4,Gachibowli,Studio,5,East,4.3,12485973.68
1466.3,3,3,30,Banjara Hills,Villa,20,South,3.22,25763015.86
456.0,3,3,7,LB Nagar,Apartment,17,South-West,0.15,1497912.0
1006.1,1,1,3,Uppal,Studio,9,West,8.61,2664859.39
1898.9,3,3,6,Uppal,Apartment,6,West,5.27,6976298.25
1433.4,3,2,2,Banjara Hills,Independent House,11,North-East,8.51,26089580.12
1602.0,2,2,33,Madhapur,Independent House,0,North,6.18,12777251.77
1473.2,3,3,10,LB Nagar,Villa,2,South,2.01,5178785.12
2605.6,2,1,27,Kukatpally,Apartment,1,East,3.63,10991239.32
1163.2,4,4,6,Gachibowli,Apartment,20,North-East,4.17,12845139.17
2283.0,3,3,18,Gachibowli,Villa,1,South,7.4,26315410.91
1473.4,3,3,14,Madhapur,Apartment,13,South,5.48,14220210.74
2331.8,5,5,23,LB Nagar,Apartment,7,North-East,6.37,7754486.95
726.3,3,3,34,Gachibowli,Independent House,18,North,7.53,6794311.78
1501.6,2,1,22,LB Nagar,Independent House,3,North-East,2.74,4325121.87
1183.5,3,3,24,Miyapur,Apartment,22,North,8.82,5261716.07
1476.7,5,4,9,LB Nagar,Apartment,2,South-West,4.53,4342543.66
2072.3,1,1,4,Uppal,Studio,21,South,6.61,6484029.04
1608.3,3,3,3,Madhapur,Apartment,3,West,2.18,14209126.64
2071.2,2,1,10,Uppal,Apartment,0,South-West,2.33,6245895.09
1031.4,4,3,19,Gachibowli,Apartment,0,West,7.35,8912595.19
947.4,3,3,2,Madhapur,Apartment,19,South-West,3.5,10249738.68
1408.9,4,4,9,Gachibowli,Studio,8,South-West,8.76,13280754.76
1378.7,3,2,22,Gachibowli,Apartment,10,South,6.65,13977885.1
1297.8,1,1,30,Banjara Hills,Apartment,20,North,6.65,18167654.76
872.8,3,2,34,Gachibowli,Apartment,6,West,3.8,6245383.95
2059.3,4,4,8,Banjara Hills,Apartment,13,South-West,9.03,35702122.57
1200.4,2,1,3,Kondapur,Apartment,7,West,9.45,8768929.24
2184.3,1,1,20,Banjara Hills,Studio,1,South,2.58,22844358.3
1407.0,3,3,32,Banjara Hills,Independent House,24,North-East,5.15,19315787.07
1756.6,3,3,14,LB Nagar,Apartment,9,West,9.07,5947662.94
1706.7,1,1,31,Banjara Hills,Apartment,21,West,1.01,18687369.11
946.6,2,1,26,Banjara Hills,Apartment,10,South-West,2.98,12106130.29
1602.0,2,2,31,Banjara Hills,Apartment,21,South-West,9.54,22423170.2
2460.6,3,2,33,Gachibowli,Independent House,4,West,4.85,22205689.17
1538.4,3,2,3,Kukatpally,Apartment,13,West,9.52,8947683.56
1895.7,3,2,14,Uppal,Independent House,9,South,3.8,6757296.16
1781.3,4,4,1,Miyapur,Studio,24,South,5.27,8409638.32
1568.9,2,2,1,Kukatpally,Apartment,8,West,4.54,9534228.33
1502.6,3,2,16,Banjara Hills,Studio,19,West,4.57,21305963.62
1701.0,2,2,23,Uppal,Apartment,12,South,9.18,5927820.55
1819.8,2,2,31,Banjara Hills,Apartment,10,West,6.95,23481334.84
656.3,3,2,4,Miyapur,Villa,17,South,9.46,4813385.89
1536.0,3,3,1,Kondapur,Apartment,16,North-East,3.3,13269235.86
1298.8,5,5,3,LB Nagar,Independent House,11,West,9.94,5498547.37
1184.7,2,1,32,Madhapur,Independent House,1,South,7.08,9657534.46
2112.8,1,1,23,Miyapur,Apartment,1,South-West,1.31,7119466.65
996.8,2,1,16,Kondapur,Studio,14,South,4.13,5647850.01
632.9,3,3,3,Kukatpally,Apartment,1,East,2.49,3306174.8
1837.6,2,1,12,LB Nagar,Villa,15,North-East,2.35,7063453.03
618.8,4,3,4,Miyapur,Apartment,22,North,9.3,3200217.82
339.6,4,3,1,Kondapur,Apartment,19,North-East,9.6,2887068.72
1899.5,3,2,15,Kondapur,Apartment,17,East,0.14,12239640.73
1487.3,2,1,17,Miyapur,Studio,6,North-East,1.38,5105490.6
1660.0,1,1,15,Madhapur,Apartment,16,North-East,2.78,14998928.82
1156.7,3,2,30,Gachibowli,Studio,4,East,8.48,8921691.85
638.6,3,3,31,Kondapur,Apartment,22,North,6.11,4282391.14
747.8,4,3,4,Banjara Hills,Apartment,2,North,5.65,11069403.1
1250.3,3,3,9,Gachibowli,Apartment,13,South,5.98,9917498.67
700.2,2,1,17,Kondapur,Apartment,12,South,9.51,4652596.28
1568.9,2,2,14,Uppal,Studio,1,North-East,2.76,4126096.97
1145.6,2,2,15,Uppal,Apartment,4,South-West,1.23,3180737.7
1501.8,4,4,24,Madhapur,Independent House,17,North-East,6.08,16267220.75
1485.3,4,3,6,Kondapur,Independent House,14,West,9.69,14285025.14
1612.7,4,3,28,Gachibowli,Apartment,4,South-West,7.1,14456857.65
1674.7,4,4,9,Uppal,Independent House,3,North,8.92,6328458.97
1210.9,1,1,12,Gachibowli,Studio,16,South-West,8.96,10885280.04
1501.2,3,2,7,Uppal,Independent House,16,North,2.19,5904209.79
1529.8,3,3,22,Uppal,Apartment,10,West,6.86,5299980.07
300.0,2,2,24,Miyapur,Independent House,0,North-East,8.62,1064271.55
1755.6,3,3,21,Madhapur,Independent House,0,North-East,1.01,13661441.86
1482.5,3,2,17,LB Nagar,Apartment,3,East,6.51,3918094.25
1710.2,4,4,10,Miyapur,Independent House,1,East,2.72,6476209.23
692.2,1,1,24,Miyapur,Apartment,13,North-East,8.22,2810077.91
1226.3,4,3,4,Uppal,Villa,9,East,2.23,5284235.03
799.7,4,4,10,LB Nagar,Studio,5,North,3.73,1987203.65
1809.5,4,3,23,Banjara Hills,Studio,14,North,6.77,21860278.6
627.2,1,1,24,LB Nagar,Villa,17,North,5.56,2458043.19
889.2,2,2,9,Uppal,Independent House,4,North,1.2,2945311.13
1693.9,3,3,11,Gachibowli,Independent House,15,South-West,2.25,16908396.52
1053.8,2,2,11,Madhapur,Apartment,2,South,8.86,9506160.73
889.4,1,1,31,Uppal,Apartment,14,South-West,9.89,3289533.2
1898.7,3,2,20,Gachibowli,Apartment,9,North,6.94,20043000.28
1921.2,1,1,4,Kondapur,Apartment,2,North,0.1,11989286.83
1797.1,2,1,5,Miyapur,Studio,20,South,7.43,7453728.05
1866.8,5,5,2,Miyapur,Studio,4,West,6.43,7507516.45
1272.6,2,1,8,LB Nagar,Apartment,19,South-West,4.12,3866001.63
1287.5,4,3,7,Banjara Hills,Apartment,9,South-West,2.28,19220108.0
1043.6,2,1,15,Madhapur,Independent House,17,West,1.66,9247330.06
1492.3,2,2,26,LB Nagar,Apartment,17,East,0.84,4050482.92
1109.7,1,1,30,Kukatpally,Villa,10,North,6.39,6574311.39
1161.8,2,2,19,Gachibowli,Studio,16,West,3.37,8372197.84
1729.9,2,1,27,Madhapur,Apartment,11,East,5.18,13479681.52
2051.5,4,3,22,Madhapur,Apartment,15,North-East,5.25,20781673.5
1619.0,4,3,11,Kukatpally,Apartment,5,West,6.07,8900019.3
2386.9,1,1,21,Madhapur,Apartment,10,North,5.95,14863580.75
1012.0,1,1,10,Kukatpally,Apartment,3,South-West,5.19,4685218.6
389.1,3,2,10,Kondapur,Apartment,10,North,1.55,2777352.61
1793.0,3,2,34,Kukatpally,Apartment,0,East,0.27,6937042.41
975.5,2,1,31,Gachibowli,Apartment,10,West,5.76,8853655.34
1249.5,2,1,22,Kukatpally,Apartment,21,West,4.23,6190537.63
426.6,2,2,20,LB Nagar,Independent House,9,South,4.1,1316398.08
905.4,3,3,23,Gachibowli,Apartment,12,North,4.3,8647356.49
573.8,1,1,26,Madhapur,Studio,21,East,1.14,3638345.07
1161.1,3,3,1,Miyapur,Apartment,0,West,1.79,5065676.2
1183.0,2,2,12,Kukatpally,Apartment,16,North,6.62,7376070.7
1449.5,2,1,3,Miyapur,Apartment,13,South,5.14,7098328.48
2081.8,3,3,18,Kukatpally,Independent House,8,North,6.1,11991163.08
1772.3,2,1,10,Miyapur,Apartment,6,South-West,1.29,6758773.74
507.8,4,4,11,Kukatpally,Apartment,14,North,8.14,3289740.46
1734.4,3,3,29,Banjara Hills,Apartment,10,North-East,3.73,21194287.06
1461.5,4,4,7,Uppal,Studio,9,South,6.13,4774775.43
1346.2,3,3,31,Kondapur,Apartment,16,North,4.66,9010113.14
1387.5,2,2,14,Banjara Hills,Apartment,9,East,4.68,20329675.2
1512.5,2,2,6,Kondapur,Studio,20,North-East,7.79,10495404.77
1019.5,3,2,5,Kondapur,Apartment,7,South-West,1.1,7287922.72
1299.7,3,3,24,Banjara Hills,Apartment,17,South-West,0.75,15587705.32
2051.2,2,1,31,LB Nagar,Villa,14,North-East,1.01,6668560.32
1012.9,2,1,30,Gachibowli,Apartment,22,West,9.95,8930276.19
833.6,2,1,5,Madhapur,Apartment,10,North,9.27,7433715.19
1366.1,1,1,30,Kondapur,Apartment,5,North-East,7.01,8595648.26
778.2,2,2,7,Uppal,Apartment,9,North-East,4.48,2470352.77
452.5,3,3,16,Miyapur,Studio,16,South,0.85,1532915.73
1210.5,5,4,0,Uppal,Independent House,10,East,8.21,5465670.81
2196.7,2,2,9,Gachibowli,Independent House,22,North-East,1.89,23061127.43
1378.8,1,1,11,Uppal,Apartment,3,South,2.73,4747029.11
1498.2,2,2,33,Uppal,Independent House,7,East,8.41,4780115.97
300.0,2,2,9,Kondapur,Independent House,24,South,2.57,2368421.4
1641.0,3,3,9,Kukatpally,Apartment,19,North-East,8.45,9400941.35
1451.4,1,1,9,Banjara Hills,Studio,1,South-West,7.86,14484931.15
1034.3,5,5,8,Uppal,Independent House,23,North-East,8.37,4437760.48
1499.0,4,3,18,LB Nagar,Villa,10,West,6.74,5987219.78
1493.6,3,2,7,Kondapur,Apartment,16,North-East,3.52,10433758.31
817.3,4,4,10,Kukatpally,Apartment,0,North-East,6.53,3811098.86
1582.5,3,3,18,Kondapur,Independent House,4,West,8.29,11630082.55
2058.4,5,5,26,Banjara Hills,Villa,17,North-East,7.49,40954107.37
1274.6,2,1,3,Kukatpally,Apartment,6,East,8.62,6415807.64
922.8,5,5,12,Miyapur,Apartment,2,North-East,9.84,4391862.71
1302.3,2,1,19,LB Nagar,Villa,16,North-East,6.9,5663850.83
1870.0,2,1,32,LB Nagar,Apartment,5,South-West,9.28,5328349.48
725.5,4,4,33,Kondapur,Apartment,21,South,2.72,3776988.2
1718.2,2,1,30,LB Nagar,Independent House,4,East,9.73,4767261.64
1027.1,2,2,17,Kukatpally,Apartment,0,South-West,9.1,4548888.88
1533.1,1,1,3,Miyapur,Apartment,9,North,0.41,6098788.66
1089.6,2,2,33,Kukatpally,Apartment,8,North,5.9,5410707.53
1088.1,2,1,21,LB Nagar,Studio,15,South-West,5.03,2580953.62
2237.7,2,2,31,Miyapur,Apartment,5,West,8.16,8279927.5
625.0,3,3,32,Banjara Hills,Independent House,24,South,1.26,8099648.81
1667.0,4,3,27,Banjara Hills,Studio,10,North-East,5.28,21342001.12
2352.2,1,1,14,Kondapur,Independent House,17,South,5.01,14691747.46
1777.0,4,3,21,Kukatpally,Apartment,19,North-East,3.96,9251931.87
667.9,3,3,24,Miyapur,Apartment,22,North-East,9.92,2916082.75
695.1,3,2,30,Kondapur,Apartment,12,South,5.4,3850874.65
986.6,3,2,7,Kukatpally,Independent House,5,East,4.13,6174006.76
1486.8,4,3,19,LB Nagar,Studio,12,North-East,8.56,3565350.49
1524.3,1,1,20,Madhapur,Villa,10,North-East,1.39,15577612.24
700.6,3,2,7,Kondapur,Apartment,15,West,2.88,5080085.55
920.0,4,4,14,Kukatpally,Apartment,5,North-East,2.79,4443855.81
953.7,3,2,32,Kondapur,Studio,12,West,9.34,4662177.78
1300.6,1,1,0,LB Nagar,Apartment,23,West,8.8,4414672.29
2491.6,3,3,17,LB Nagar,Villa,17,East,6.07,10051122.9
886.7,4,4,21,Kukatpally,Apartment,23,South,3.2,5021196.66
862.7,2,2,31,Kondapur,Independent House,2,West,4.68,5381816.22
776.8,3,2,9,Kukatpally,Villa,16,North-East,5.71,6956810.74
1749.5,4,4,13,Gachibowli,Apartment,0,South,5.4,16763588.93
1377.3,3,3,2,Kondapur,Apartment,5,North,2.56,9801564.71
907.1,2,2,11,Gachibowli,Villa,20,West,1.3,11766072.11
1200.5,3,2,34,Gachibowli,Apartment,2,South-West,9.08,11495400.56
964.7,3,2,26,Banjara Hills,Apartment,11,South-West,6.41,13095180.47
1562.7,2,1,14,Kukatpally,Apartment,1,North,1.45,7039899.41
2876.4,3,3,22,Banjara Hills,Apartment,7,West,9.9,42063089.9
1703.0,2,1,33,Miyapur,Independent House,3,North-East,4.11,6259222.59
1348.9,4,3,15,Kondapur,Apartment,11,North-East,7.33,9529227.08
1034.3,4,3,10,Madhapur,Apartment,16,North,1.77,10302068.51
661.1,4,4,30,Uppal,Studio,16,South,9.33,2059803.53
1803.5,3,2,29,Kukatpally,Apartment,23,North-East,0.79,8928759.99
1773.6,2,1,18,Miyapur,Apartment,3,West,9.56,7392395.25
1143.6,3,3,0,Miyapur,Independent House,10,South-West,7.27,6426716.73
2067.3,1,1,0,Banjara Hills,Studio,13,South,2.27,27261632.58
1411.6,3,2,4,Gachibowli,Independent House,2,East,1.81,13591417.28
1826.1,1,1,24,Kukatpally,Villa,2,South-West,8.37,11281389.21
1562.9,3,2,6,LB Nagar,Apartment,7,South-West,0.4,3617568.32
1302.6,3,2,2,Gachibowli,Apartment,21,South-West,1.14,14677730.47
874.8,2,1,23,Banjara Hills,Studio,14,North-East,6.73,9752018.5
1320.0,2,2,16,LB Nagar,Studio,14,West,0.77,3013116.77
1863.1,2,2,18,LB Nagar,Independent House,13,South,5.41,6023190.19
1120.5,2,1,6,Gachibowli,Apartment,20,South,5.74,12668841.94
1641.9,2,1,7,Kondapur,Apartment,13,South,0.18,12816018.62
804.5,4,3,8,Miyapur,Apartment,18,East,3.77,3507962.93
1829.0,4,3,22,Gachibowli,Studio,7,West,0.29,13011320.37
1572.1,5,5,34,Madhapur,Villa,20,North,9.67,20103026.69
738.8,1,1,32,Kondapur,Apartment,0,South,2.15,3494976.13
1276.8,2,2,3,Miyapur,Apartment,8,West,6.9,6310747.54
1912.3,2,2,23,Madhapur,Apartment,6,North-East,6.74,15514551.43
707.5,3,3,26,Kondapur,Apartment,3,South-West,7.72,4624412.94
811.0,3,2,1,Madhapur,Independent House,13,North,3.35,8691323.28
1361.8,3,3,22,Uppal,Independent House,22,South,1.84,5027832.88
2573.3,3,3,15,Gachibowli,Apartment,4,West,5.31,22739730.21
1030.1,3,2,6,Gachibowli,Independent House,22,West,6.94,14600920.44
1672.4,5,4,27,Gachibowli,Studio,21,East,7.55,13181599.98
1543.1,2,1,32,LB Nagar,Apartment,22,South-West,0.49,3733981.5
1075.8,4,4,20,LB Nagar,Apartment,0,West,7.53,2735578.53
1488.6,3,3,7,Kukatpally,Apartment,24,North-East,1.12,8706876.35
1153.7,2,1,15,Gachibowli,Apartment,10,South,5.25,11635036.39
1203.2,4,3,18,Uppal,Apartment,14,East,5.55,3932623.06
486.3,4,4,31,Kondapur,Independent House,7,East,1.27,3316596.14
1386.6,3,2,27,Uppal,Apartment,12,North-East,9.64,4465191.84
1894.5,2,1,23,Madhapur,Apartment,13,North-East,6.38,16946553.09
1431.6,2,2,26,LB Nagar,Studio,19,South,2.24,3465002.14
1999.8,3,3,24,Uppal,Apartment,8,North,0.51,5770754.08
1719.2,1,1,11,Gachibowli,Independent House,2,North,7.75,18674679.52
1367.3,1,1,4,Miyapur,Independent House,14,North-East,8.41,7220244.56
1054.6,2,1,29,Madhapur,Villa,19,West,0.91,11451128.1
1132.6,1,1,19,Madhapur,Independent House,0,East,2.57,8899947.62
591.2,3,2,33,Madhapur,Villa,20,West,6.42,5896111.78
1253.1,3,2,23,Miyapur,Independent House,20,West,4.19,5916905.7
1480.3,1,1,16,Madhapur,Apartment,14,West,3.43,11918902.48
2343.5,3,2,22,Miyapur,Apartment,23,North,4.24,11222340.51
1690.6,1,1,22,Kukatpally,Apartment,9,North-East,5.05,7246628.43
924.3,1,1,34,Uppal,Apartment,3,North-East,1.85,2509961.79
608.3,3,3,12,LB Nagar,Apartment,16,West,3.88,1900667.82
1286.4,3,2,13,Banjara Hills,Apartment,15,North,0.7,18724046.58
1846.5,2,1,12,LB Nagar,Apartment,22,North,0.06,4846567.75
1278.7,3,3,3,Banjara Hills,Apartment,5,North,9.75,19532183.28
1698.1,2,1,16,Kukatpally,Apartment,3,South-West,0.55,7295814.69
1300.4,3,3,15,Madhapur,Villa,16,South-West,0.43,17829677.43
1794.4,2,2,6,Miyapur,Independent House,7,South-West,8.9,8763426.17
521.5,3,2,28,Miyapur,Villa,4,North,9.76,3101841.74
2282.3,3,2,24,Uppal,Apartment,16,North-East,8.45,8630118.47
788.1,2,2,8,Kondapur,Studio,4,North-East,1.4,4503912.72
1836.6,3,3,5,LB Nagar,Villa,20,North-East,6.4,8138707.05
1250.3,3,3,21,Madhapur,Apartment,7,East,6.97,12226098.73
1336.3,1,1,0,Gachibowli,Studio,16,South-West,7.72,14515415.34
1267.4,3,2,5,Kondapur,Apartment,14,South-West,1.13,9275091.45
1540.6,4,3,15,Kukatpally,Independent House,14,North-East,3.91,9160605.46
1651.6,1,1,34,Miyapur,Villa,7,South,2.76,7193303.76
1982.1,4,4,2,Uppal,Apartment,2,North,6.55,7350083.38
2174.4,2,1,18,Gachibowli,Independent House,15,West,3.44,23325244.56
1582.5,3,3,19,Madhapur,Apartment,10,East,5.09,14130587.73
2342.5,4,3,8,LB Nagar,Apartment,24,South-West,6.26,7325828.11
1451.1,5,5,18,Kondapur,Apartment,22,West,8.66,11318981.0
1992.6,3,2,22,Gachibowli,Apartment,1,North,9.21,19906076.33
1635.8,3,2,4,LB Nagar,Apartment,9,North,6.93,5689684.82
1097.9,2,1,33,Kondapur,Independent House,10,North-East,1.56,6522479.6
1499.7,2,1,8,LB Nagar,Apartment,9,West,8.89,4760605.94
1676.7,4,4,12,LB Nagar,Apartment,18,West,2.05,4770978.84
1382.3,2,2,0,LB Nagar,Independent House,8,West,0.53,4292653.9
1627.1,4,4,20,Kukatpally,Apartment,3,West,4.37,7805520.29
1875.9,1,1,20,Uppal,Apartment,9,East,6.85,6150642.86
1387.1,2,2,4,LB Nagar,Villa,19,North,1.49,5556131.05
300.0,2,1,10,Madhapur,Studio,10,South,2.99,2085127.78
2323.0,3,2,26,Banjara Hills,Apartment,7,North,0.8,29532984.57
1236.3,1,1,24,Madhapur,Apartment,19,North,6.18,10214991.07
947.2,2,1,10,Miyapur,Villa,1,South-West,7.08,5043817.35
781.7,5,5,22,Kukatpally,Studio,11,West,5.2,3816034.15
